id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
 773 ,B1310+18     ,13:12:55.2       ,                  0 ,+18:10:05        ,              0 ,0.033163166           ,           3 ,24.0       ,    15 ,18.050       ,+25.00
 774 ,J1312+1810B  ,13:12:55.2       ,                  0 ,+18:10:05        ,              0 ,0.00624               ,           0 ,25.959     ,     0 ,18.050       ,+25.00
 775 ,J1312+1810C  ,13:12:55.2       ,                  0 ,+18:10:05        ,              0 ,0.01253               ,           0 ,26.106     ,     0 ,18.050       ,+25.00
 776 ,J1312+1810D  ,13:12:55.2       ,                  0 ,+18:10:05        ,              0 ,0.00607               ,           0 ,24.6       ,     0 ,18.050       ,+25.00
 777 ,B1309-53     ,13:12:04.708     ,                  2 ,-54:02:42.5      ,              2 ,0.72815439421         ,           3 ,133        ,     2 ,4.905        ,4.905
 778 ,B1309-55     ,13:12:53.533     ,                  9 ,-55:16:47.3      ,              1 ,0.8492425970          ,           3 ,134.1      ,    16 ,4.187        ,4.187
 779 ,J1312-6400   ,13:12:07.16      ,                 10 ,-64:00:55.6      ,              9 ,2.43743249609         ,          11 ,93.0       ,    12 ,1.526        ,1.526
 780 ,J1313+0931   ,13:13:23.0       ,                  1 ,+09:31:56        ,              1 ,0.84893275073         ,           2 ,12.040623  ,    43 ,1.080        ,1.080
 781 ,J1314-6101   ,13:14:23.4       ,                  9 ,-61:01:16        ,              6 ,2.9483896038          ,          15 ,309        ,    13 ,8.539        ,8.539
 782 ,J1316-6232   ,13:16:46.3       ,                  2 ,-62:32:12.2      ,              5 ,0.34282539844         ,           6 ,966.4      ,     3 ,25.000       ,+25.00
 783 ,J1317-0157   ,13:17            ,                  0 ,-01:57           ,              0 ,0.00291               ,           0 ,29.390     ,     3 ,25.000       ,+25.00
 784 ,J1317-5759   ,13:17:46.29      ,                  3 ,-57:59:30.5      ,              3 ,2.64219851320         ,           5 ,145.3      ,     3 ,3.765        ,3.765
 785 ,J1317-6302   ,13:17:44.69      ,                  7 ,-63:02:52.2      ,              6 ,0.26127055606         ,           3 ,678.1      ,    12 ,12.771       ,12.771
 786 ,B1316-60     ,13:19:20.250     ,                  7 ,-60:56:46.79     ,              6 ,0.284352671928        ,           8 ,400.94     ,     4 ,11.852       ,11.852
 787 ,J1319-6105   ,13:19:26.32      ,                  2 ,-61:05:26.2      ,              1 ,0.421118114249        ,           6 ,440.6      ,     1 ,12.173       ,12.173
 788 ,J1320-3512   ,13:20:12.68      ,                  4 ,-35:12:26.0      ,              8 ,0.45848840672         ,           7 ,16.42      ,    10 ,0.873        ,0.873
 789 ,B1317-53     ,13:20:53.921     ,                  3 ,-53:59:05.00     ,              4 ,0.2797376832822       ,           8 ,97.1       ,     1 ,2.204        ,2.204
 790 ,J1320+67     ,13:20            ,                  3 ,+67:30           ,             18 ,1.028620              ,          35 ,28.0       ,     3 ,25.000       ,+25.00
 791 ,J1321-5922   ,13:21:39.56      ,                  5 ,-59:22:52.1      ,              7 ,1.27905759523         ,           7 ,383        ,     2 ,25.000       ,+25.00
 792 ,B1322+83     ,13:21:45.6315    ,                  7 ,+83:23:39.432    ,              1 ,0.670037418386        ,           3 ,13.31624   ,    76 ,1.087        ,0.977
 793 ,J1322-62     ,13:22:54         ,                 30 ,-62:51           ,              7 ,1.044851              ,           4 ,733.6      ,     0 ,15.752       ,15.752
 794 ,J1322-6241   ,13:22:32.15      ,                 12 ,-62:41:53.5      ,              8 ,0.50605841373         ,           5 ,618.8      ,    19 ,12.236       ,12.236
 795 ,J1322-6329   ,13:22:18.0       ,                  2 ,-63:29:37        ,              2 ,2.7642094208          ,           5 ,659        ,     9 ,12.376       ,12.376
 796 ,J1324-6146   ,13:24:43.9       ,                  5 ,-61:46:00        ,              3 ,0.8441085753          ,           3 ,828        ,     9 ,25.000       ,+25.00
 797 ,J1324-6302   ,13:24:13.65      ,                  7 ,-63:02:21.1      ,              6 ,2.48380369300         ,          10 ,497        ,     5 ,11.685       ,11.685
 798 ,J1325-6253   ,13:25:04.8907    ,                  2 ,-62:53:39.594    ,              2 ,0.02896859323602      ,           4 ,303.331    ,     3 ,6.398        ,6.398
 799 ,J1326+33     ,13:26:42         ,                 50 ,+33:46           ,             20 ,0.0415                ,           0 ,4.19       ,     2 ,0.344        ,0.344
 800 ,J1326-4728A  ,13:26:39.670     ,                  3 ,-47:30:11.64     ,              1 ,0.00410878619219      ,           6 ,100.313    ,     3 ,5.426        ,6.873
 801 ,J1326-4728B  ,13:26:49.563     ,                  6 ,-47:29:24.62     ,              2 ,0.00479186916127      ,          12 ,100.273    ,     3 ,5.426        ,6.883
 802 ,J1326-4728C  ,13:26:44         ,                  0 ,-47:30           ,              0 ,0.006867860069        ,          10 ,100.684    ,     4 ,5.426        ,6.965
 803 ,J1326-4728D  ,13:26:44         ,                  0 ,-47:30           ,              0 ,0.0045788334643       ,          15 ,96.542     ,     3 ,5.426        ,6.083
 804 ,J1326-4728E  ,13:26:44         ,                  0 ,-47:30           ,              0 ,0.00420771704066      ,           4 ,94.3841    ,     9 ,5.426        ,5.686
 805 ,B1323-58     ,13:26:58.217     ,                  5 ,-58:59:29.29     ,              5 ,0.477993612757        ,           5 ,287.17     ,     2 ,3.000        ,10.675
 806 ,B1323-63     ,13:26:32.433     ,                  2 ,-64:08:43.80     ,              1 ,0.79267387666         ,           6 ,502.7      ,     4 ,11.992       ,11.992
 807 ,B1322-66     ,13:26:02.73      ,                  2 ,-67:00:49.2      ,              2 ,0.543015040685        ,          18 ,208.97     ,     7 ,6.697        ,6.697
 808 ,J1327-0755   ,13:27:57.5880    ,                 12 ,-07:55:29.80     ,              4 ,0.0026779231971205    ,           2 ,27.91215   ,     6 ,25.000       ,+25.00
 809 ,B1323-62     ,13:27:17.176     ,                  9 ,-62:22:45.46     ,              6 ,0.529929186747        ,           9 ,318.48     ,     1 ,4.000        ,6.509
 810 ,B1323-627    ,13:27:07.4320    ,                  3 ,-63:01:15.51     ,              2 ,0.1964799448668       ,          16 ,294.91     ,     3 ,6.218        ,6.218
 811 ,J1327-6400   ,13:27:10.27      ,                 11 ,-64:00:13.1      ,              6 ,0.280677974168        ,          13 ,679        ,     1 ,12.991       ,12.991
 812 ,B1325-43     ,13:28:06.432     ,                 10 ,-43:57:44.12     ,             10 ,0.53269880337         ,          13 ,42.0       ,    10 ,1.424        ,1.424
 813 ,B1325-49     ,13:28:33.58      ,                  4 ,-49:21:33.4      ,              7 ,1.4787213559          ,           4 ,118        ,     2 ,8.396        ,8.396
 814 ,J1329+13     ,13:29:00         ,                120 ,+13:44           ,             20 ,*                     ,           0 ,12         ,     2 ,1.087        ,1.087
 815 ,J1329-6158   ,13:29:03.3       ,                  6 ,-61:58:59        ,              6 ,1.5652179638          ,           8 ,514        ,    11 ,11.872       ,11.872
 816 ,J1331-5245   ,13:31:00.01      ,                  4 ,-52:45:25.4      ,              5 ,0.6481166471          ,           2 ,148.4      ,     3 ,8.933        ,8.933
 817 ,J1332-03     ,13:32            ,                  2 ,-03:26           ,             36 ,1.10640               ,           5 ,27.1       ,     2 ,25.000       ,+25.00
 818 ,J1332-3032   ,13:32:52.48      ,                  7 ,-30:32:17.3      ,             17 ,0.650434490647        ,          17 ,15.10      ,    19 ,0.882        ,0.882
 819 ,J1333-4449   ,13:33:44.829     ,                  5 ,-44:49:26.22     ,             10 ,0.345602948594        ,           3 ,44.3       ,    17 ,1.434        ,1.434
 820 ,J1334+10     ,13:34:30         ,                 12 ,+10:05           ,              3 ,0.9111                ,           0 ,24.00      ,     4 ,25.000       ,+25.00
 821 ,J1334-5839   ,13:34:30.1091    ,                  9 ,-58:39:16.545    ,              8 ,0.1077182159234       ,           2 ,119.2978   ,     9 ,2.495        ,2.495
 822 ,J1335-3642   ,13:35:36         ,                 20 ,-36:42           ,              4 ,0.399192              ,           3 ,41.82      ,    10 ,2.495        ,2.495
 823 ,J1335-5656   ,13:35:05.4       ,                  0 ,-56:56:01        ,              0 ,0.003238              ,           0 ,*          ,     0 ,*            ,*
 824 ,J1336-2522   ,13:36:20.84      ,                  2 ,-25:22:01.6      ,              5 ,0.478145482800        ,           6 ,37.39      ,    12 ,5.349        ,5.349
 825 ,J1336+33     ,13:36:00         ,                120 ,+33:46           ,             15 ,3.0130                ,           0 ,8.5        ,    10 ,0.719        ,0.719
 826 ,J1337-4441   ,13:37:27.749     ,                 10 ,-44:41:42.3      ,              2 ,1.25751149260         ,           4 ,97.8       ,     2 ,25.000       ,+25.00
 827 ,J1337-6306   ,13:37:20.35      ,                  5 ,-63:06:23.3      ,              3 ,0.207953012189        ,           4 ,777.7      ,    17 ,12.932       ,12.932
 828 ,J1337-6423   ,13:37:31.883     ,                  2 ,-64:23:04.915    ,              9 ,0.009423406717798     ,          17 ,259.891    ,     8 ,5.952        ,5.952
 829 ,B1334-61     ,13:38:09.247     ,                  7 ,-62:04:18.7      ,              5 ,1.23900057924         ,           4 ,640.3      ,     7 ,12.363       ,12.363
 830 ,J1339-4712   ,13:39:56.5886    ,                 18 ,-47:12:05.52     ,              3 ,0.1370546579332       ,           4 ,39.9       ,     6 ,1.212        ,1.212
 831 ,J1339-6618   ,13:39:56.6       ,                  2 ,-66:18:07.8      ,              7 ,0.55817922185         ,           5 ,241        ,     3 ,7.327        ,7.327
 832 ,B1336-64     ,13:40:00.32      ,                  5 ,-64:56:42.9      ,              3 ,0.37862206628         ,           4 ,76.99      ,    13 ,1.402        ,1.402
 833 ,J1341-6023   ,13:41:07.37      ,                  3 ,-60:23:34.7      ,              5 ,0.627285365870        ,          16 ,364.6      ,     9 ,7.278        ,7.278
 834 ,B1338-62     ,13:41:42.63      ,                  8 ,-62:20:20.7      ,              5 ,0.193339746306        ,          19 ,719.65     ,     5 ,12.599       ,12.599
 835 ,J1342+2822A  ,13:42:00.67      ,                  0 ,+28:22:31.4      ,              0 ,0.00254473838         ,           4 ,26.5       ,     1 ,10.180       ,+25.00
 836 ,J1342+2822B  ,13:42:11.0871    ,                  1 ,+28:22:40.141    ,              2 ,0.002389420757786     ,           1 ,26.148     ,     2 ,10.180       ,+25.00
 837 ,J1342+2822C  ,13:42:11.6       ,                  0 ,+28:22:38        ,              0 ,0.002166              ,           1 ,26.5       ,     1 ,10.180       ,+25.00
 838 ,J1342+2822D  ,13:42:10.2       ,                  7 ,+28:22:36        ,             16 ,0.00544297516         ,           6 ,26.358     ,    19 ,10.180       ,+25.00
 839 ,J1342+2822E  ,13:42:11.6       ,                  0 ,+28:22:38        ,              0 ,0.00547               ,           0 ,26.541     ,     0 ,10.180       ,+25.00
 840 ,J1342+2822F  ,13:42:11.6       ,                  0 ,+28:22:38        ,              0 ,0.0044                ,           0 ,26.467     ,     0 ,10.180       ,+25.00
 841 ,J1343+6634   ,13:43:59.26      ,                  2 ,+66:34:25.05     ,              9 ,1.39410378554         ,           1 ,30.031     ,     3 ,25.000       ,+25.00
 842 ,J1344-5855   ,13:44:53.05      ,                  3 ,-58:55:24.77     ,             18 ,0.252397929468        ,           5 ,294.1      ,     6 ,7.537        ,7.537
 843 ,J1344-6059   ,13:44:39.6       ,                  3 ,-60:59:31        ,              3 ,0.54010232140         ,           6 ,435        ,     7 ,7.414        ,7.414
 844 ,J1345-6115   ,13:45:44.43      ,                 19 ,-61:15:30.6      ,             16 ,1.25308459010         ,          18 ,278.1      ,    20 ,5.565        ,5.565
 845 ,J1346-4918   ,13:46:22.35      ,                  2 ,-49:18:07.2      ,              1 ,0.2996251068          ,           2 ,74.42      ,     7 ,2.529        ,2.529
 846 ,J1347-5947   ,13:47:19.38      ,                  4 ,-59:47:39.8      ,              5 ,0.609961754304        ,          15 ,293.4      ,     5 ,6.285        ,6.285
 847 ,J1348-6307   ,13:48:42.4       ,                  4 ,-63:07:04        ,              4 ,0.9277722389          ,           3 ,597        ,     3 ,10.640       ,10.640
 848 ,J1349-6130   ,13:49:36.62      ,                 18 ,-61:30:17.12     ,             15 ,0.259364764102        ,          13 ,283.87     ,     4 ,5.480        ,5.480
 849 ,J1349-63     ,13:49:18         ,                 30 ,-63:56           ,              7 ,0.3730340             ,           1 ,478        ,     3 ,9.312        ,9.312
 850 ,J1350-5115   ,13:50:16.159     ,                  2 ,-51:15:24.56     ,              3 ,0.295699706346        ,           7 ,90.388     ,     8 ,3.304        ,3.304
 851 ,J1350-6225   ,13:50:44.45      ,                  1 ,-62:25:43.8      ,              1 ,0.1381577782128       ,          12 ,*          ,     0 ,*            ,*
 852 ,J1352-6803   ,13:52:34.45      ,                  4 ,-68:03:37.1      ,              4 ,0.628902546380        ,          16 ,214.6      ,     2 ,9.902        ,9.902
 853 ,J1354+2454   ,13:54:04         ,                  0 ,+24:54:06        ,              0 ,6.27                  ,           0 ,20.0       ,     0 ,3.732        ,3.732
 854 ,J1354-6249   ,13:54:35         ,                  1 ,-62:49:30        ,              7 ,2.951938334           ,           3 ,254        ,    17 ,5.159        ,5.159
 855 ,B1352-51     ,13:55:58.692     ,                  2 ,-51:53:53.95     ,              2 ,0.644304508167        ,          13 ,112.1      ,     4 ,4.984        ,4.984
 856 ,J1355-5747   ,13:55:36.95      ,                 15 ,-57:47:15        ,              3 ,2.0386738254          ,           4 ,229        ,     3 ,6.443        ,6.443
 857 ,J1355-5925   ,13:55:59.11      ,                  5 ,-59:25:00.9      ,              3 ,1.21338122674         ,           5 ,354.8      ,     9 ,7.208        ,7.208
 858 ,J1355-6206   ,13:55:21.34      ,                  6 ,-62:06:20.1      ,              5 ,0.276603043150        ,          10 ,547        ,     3 ,7.542        ,7.542
 859 ,J1356-5521   ,13:56:50.558     ,                  5 ,-55:21:12.96     ,              5 ,0.507379566696        ,           6 ,174.172    ,     6 ,7.317        ,7.317
 860 ,B1353-62     ,13:57:25         ,                 40 ,-62:28           ,              5 ,0.455761              ,           1 ,416.7      ,     2 ,6.481        ,6.481
 861 ,J1357-6429   ,13:57:02.43      ,                  2 ,-64:29:30.2      ,              1 ,0.166108327507        ,          14 ,128.5      ,     7 ,3.100        ,3.100
 862 ,J1358-2533   ,13:58:42         ,                 15 ,-25:33           ,              3 ,0.912971              ,           1 ,31.27      ,     1 ,2.545        ,2.545
 863 ,J1358-6025   ,13:58:25.9       ,                  0 ,-60:25:56        ,              0 ,0.060533              ,           0 ,*          ,     0 ,*            ,*
 864 ,B1356-60     ,13:59:58.248     ,                  1 ,-60:38:07.55     ,              1 ,0.1275084662167       ,           4 ,293.736    ,     3 ,5.000        ,5.472
 865 ,J1400-1431   ,14:00:37.00361   ,                 16 ,-14:31:47.045    ,              7 ,0.00308423326039194   ,           8 ,4.932258   ,     3 ,0.278        ,0.347
 866 ,J1400+21     ,14:00:18         ,                 30 ,+21:27           ,             15 ,*                     ,           0 ,10.5       ,    10 ,0.908        ,0.908
 867 ,J1400-6325   ,14:00:45.69      ,                 10 ,-63:25:42.6      ,              7 ,0.0311816011          ,           3 ,563.0      ,     1 ,7.000        ,9.169
 868 ,B1358-63     ,14:01:52.45      ,                  1 ,-63:57:42.0      ,              1 ,0.84280532179         ,           6 ,98.0       ,     5 ,1.800        ,1.762
 869 ,J1402+13     ,14:03:00         ,                  0 ,+13:09:12        ,              0 ,0.00589               ,           0 ,*          ,     0 ,*            ,*
 870 ,B1359-51     ,14:02:56.0       ,                  2 ,-50:21:43        ,             49 ,1.380182295           ,           4 ,51         ,     9 ,1.285        ,1.285
 871 ,J1403-0314   ,14:03:41         ,                  0 ,-03:15:28        ,              0 ,0.362634              ,           0 ,31         ,     0 ,25.000       ,+25.00
 872 ,J1403-6310   ,14:03:14.0       ,                  2 ,-63:10:27        ,              1 ,0.39917017693         ,           5 ,305        ,     3 ,5.667        ,5.667
 873 ,J1403-7646   ,14:03:04.1       ,                  2 ,-76:46:57.5      ,              6 ,1.3061978120          ,           8 ,100.6      ,     1 ,5.307        ,5.307
 874 ,J1404+1159   ,14:04:36.987     ,                  8 ,+11:59:16.0      ,              2 ,2.65043929892         ,           4 ,18.499     ,     4 ,2.189        ,2.189
 875 ,J1405-4656   ,14:05:21.4255    ,                  8 ,-46:56:02.31     ,              1 ,0.00760220343251      ,           1 ,13.884     ,     3 ,0.669        ,0.669
 876 ,J1405-5641   ,14:05:12.41      ,                  4 ,-56:41:24.2      ,              7 ,0.61757468514         ,           4 ,273        ,     3 ,12.383       ,12.383
 877 ,J1406-4233   ,14:06:04.79      ,                  3 ,-42:33:20.6      ,              3 ,2.43679543159         ,          18 ,79.7       ,     8 ,6.785        ,6.785
 878 ,J1406-5806   ,14:06:01.2       ,                  2 ,-58:06:32        ,              1 ,0.28834924425         ,           5 ,229        ,     3 ,5.567        ,5.567
 879 ,J1406-6121   ,14:06:50.04      ,                  6 ,-61:21:27.9      ,              6 ,0.213074653776        ,          14 ,537.29     ,     8 ,7.292        ,7.292
 880 ,J1407-6048   ,14:07:58.64      ,                 13 ,-60:48:58.8      ,             12 ,0.49234420664         ,           5 ,575.2      ,    17 ,7.860        ,7.860
 881 ,J1407-6153   ,14:07:56.5       ,                  5 ,-61:53:59        ,              6 ,0.7016149492          ,           3 ,645        ,     9 ,8.205        ,8.205
 882 ,J1409-6953   ,14:09:16.9       ,                  1 ,-69:53:34.4      ,              5 ,0.5285907792          ,           3 ,167.63     ,    30 ,8.751        ,8.751
 883 ,J1410-6132   ,14:10:23.591     ,                  3 ,-61:32:08.15     ,              4 ,0.0500519462          ,           0 ,961.0      ,     3 ,13.510       ,13.510
 884 ,J1410-7404   ,14:10:07.370     ,                  5 ,-74:04:53.32     ,              2 ,0.2787294436271       ,          15 ,54.24      ,     6 ,1.336        ,1.336
 885 ,J1411+2551   ,14:11:18.866     ,                  3 ,+25:51:08.39     ,              7 ,0.062452895517590     ,           2 ,12.3737    ,     3 ,1.131        ,1.131
 886 ,J1412-6111   ,14:12:59.62      ,                 13 ,-61:11:30.5      ,              7 ,0.52915639797         ,           4 ,311.8      ,     9 ,5.284        ,5.284
 887 ,J1412-6145   ,14:12:07.63      ,                 10 ,-61:45:28.48     ,              8 ,0.31525843337         ,          13 ,512.48     ,     8 ,7.097        ,7.097
 888 ,J1412+7922   ,14:12:55.867     ,                 38 ,+79:22:03.895    ,             76 ,0.058199071070        ,          18 ,*          ,     0 ,*            ,*
 889 ,J1413-6141   ,14:13:09.87      ,                  9 ,-61:41:13        ,              1 ,0.28562462018         ,          16 ,667.60     ,     6 ,8.469        ,8.469
 890 ,J1413-6205   ,14:13:29.9       ,                  1 ,-62:05:38        ,              1 ,0.10974069969         ,           3 ,*          ,     0 ,2.150        ,*
 891 ,J1413-6222   ,14:13:05.47      ,                  8 ,-62:22:27.8      ,             11 ,0.29240770249         ,           3 ,808.1      ,    12 ,13.087       ,13.087
 892 ,B1409-62     ,14:13:31.316     ,                  8 ,-63:07:35.45     ,              7 ,0.394945790784        ,           2 ,121.98     ,     6 ,3.037        ,3.037
 893 ,J1414-6802   ,14:14:25.7       ,                  1 ,-68:02:58        ,              1 ,4.6301880619          ,           4 ,153.5      ,     6 ,5.420        ,5.420
 894 ,J1415-6621   ,14:15:31.27      ,                  3 ,-66:21:12.2      ,              3 ,0.39247897310         ,           5 ,260.17     ,     7 ,10.428       ,10.428
 895 ,J1416-5033   ,14:16:44.6       ,                  2 ,-50:33:17        ,              3 ,0.794882546           ,           2 ,58.5       ,     3 ,1.423        ,1.423
 896 ,J1416-6037   ,14:16:30.59      ,                 16 ,-60:37:59.5      ,              9 ,0.29558048193         ,           3 ,289.2      ,    10 ,5.083        ,5.083
 897 ,J1417-4402   ,14:17:30.60      ,                  9 ,-44:02:57.4      ,              9 ,0.0026642160          ,           4 ,55.00      ,     3 ,4.400        ,2.163
 898 ,J1418-3921   ,14:18:50.283     ,                  5 ,-39:21:18.51     ,             10 ,1.09680600340         ,           2 ,60.49      ,     1 ,4.081        ,4.081
 899 ,J1418-5945   ,14:18:32.3       ,                  4 ,-59:45:00        ,              3 ,1.6725956812          ,           3 ,369        ,    15 ,6.140        ,6.140
 900 ,J1418-6058   ,14:18:42.7       ,                  1 ,-60:57:49        ,              2 ,0.110573011690        ,          13 ,*          ,     0 ,1.885        ,*
 901 ,B1417-54     ,14:20:29.11      ,                  1 ,-54:16:22.7      ,              1 ,0.935772204694        ,          18 ,129.6      ,    12 ,4.399        ,4.399
 902 ,J1420-5625   ,14:20:03.062     ,                  3 ,-56:25:55.00     ,              3 ,0.03411713084786      ,          12 ,64.485     ,     5 ,1.328        ,1.328
 903 ,J1420-6048   ,14:20:08.237     ,                 16 ,-60:48:16.43     ,             15 ,0.06817987659         ,           2 ,360.15     ,     6 ,5.632        ,5.632
 904 ,J1421-4409   ,14:21:20.96387   ,                  5 ,-44:09:04.553    ,              1 ,0.0063857288383424    ,           1 ,54.6403    ,     5 ,2.085        ,2.085
 905 ,J1422-6138   ,14:22:28.297     ,                  3 ,-61:38:28.32     ,              4 ,0.34096785164         ,          12 ,*          ,     0 ,*            ,*
 906 ,J1423-6953   ,14:23:26.79      ,                  2 ,-69:53:42.82     ,              8 ,0.333410710172        ,           3 ,123.98     ,    12 ,4.704        ,4.704
 907 ,J1424-5556   ,14:24:12.76      ,                  3 ,-55:56:13.9      ,              3 ,0.770374845874        ,          18 ,198.7      ,    20 ,6.205        ,6.205
 908 ,J1424-56     ,14:24:23         ,                 50 ,-56:40:47        ,            420 ,1.427                 ,           0 ,32.9       ,    11 ,0.949        ,0.949
 909 ,J1424-5822   ,14:24:32.130     ,                  8 ,-58:22:55.7      ,              1 ,0.36673618809         ,          13 ,323.9      ,     6 ,6.695        ,6.695
 910 ,J1424-6438   ,14:24:59.2       ,                  2 ,-64:38:10.0      ,              9 ,1.02350369913         ,           9 ,248        ,     5 ,6.079        ,6.079
 911 ,J1425-5723   ,14:25:36.56      ,                  3 ,-57:23:30.8      ,              4 ,0.35326292024         ,           8 ,43.4       ,    13 ,1.065        ,1.065
 912 ,J1425-5759   ,14:25:59.11      ,                  7 ,-57:59:10.2      ,              9 ,0.70786760576         ,           4 ,325        ,     5 ,7.636        ,7.636
 913 ,J1425-6210   ,14:25:07.7       ,                  3 ,-62:10:04.9      ,             10 ,0.50173030987         ,           8 ,430.1      ,    17 ,6.851        ,6.851
 914 ,J1426+52     ,14:27:00         ,                 18 ,+52:10           ,              3 ,0.9958                ,           0 ,25.37      ,     2 ,25.000       ,+25.00
 915 ,J1427-4158   ,14:27:50.770     ,                  9 ,-41:58:56.3      ,              3 ,0.586485556229        ,          18 ,65.4       ,     2 ,3.744        ,3.744
 916 ,B1424-55     ,14:28:26.240     ,                  3 ,-55:30:50.06     ,              4 ,0.570292409826        ,           4 ,82.4       ,     6 ,1.897        ,1.897
 917 ,J1429-5911   ,14:29:58.6       ,                  1 ,-59:11:36.6      ,              7 ,0.11584261008         ,           3 ,*          ,     0 ,1.955        ,*
 918 ,J1429-5935   ,14:29:25.90      ,                 10 ,-59:35:58.9      ,             12 ,0.76391483053         ,           8 ,456.7      ,    20 ,7.685        ,7.685
 919 ,J1430+22     ,14:30:01         ,                  0 ,+22:24:23        ,              0 ,*                     ,           0 ,23.32      ,     0 ,25.000       ,+25.00
 920 ,J1430-5712   ,14:30:16.17      ,                  2 ,-57:12:31.4      ,              2 ,0.491518803580        ,           9 ,149        ,     4 ,3.902        ,3.902
 921 ,B1426-66     ,14:30:40.735     ,                  2 ,-66:23:05.55     ,              1 ,0.7854433453623       ,           7 ,65.102     ,     4 ,1.327        ,1.327
 922 ,J1431-4715   ,14:31:44.6177    ,                  2 ,-47:15:27.574    ,              4 ,0.0020119534425332    ,           9 ,59.3473    ,     9 ,1.562        ,1.822
 923 ,J1431-5740   ,14:31:03.4953    ,                  3 ,-57:40:11.670    ,              4 ,0.0041105439567658    ,          12 ,131.3766   ,     6 ,3.553        ,3.553
 924 ,J1431-6328   ,14:13:21.23      ,                  6 ,-63:28:08.6      ,              4 ,0.00277229565         ,           2 ,228.27     ,     2 ,4.924        ,4.924
 925 ,J1432-5032   ,14:32:52.27      ,                  7 ,-50:32:17.3      ,              6 ,2.0349894792          ,           3 ,113        ,     1 ,5.280        ,5.280
 926 ,J1433+00     ,14:33:30         ,                113 ,+00:28           ,              8 ,*                     ,           0 ,23.5       ,     0 ,2.993        ,2.993
 927 ,J1433-6038   ,14:33:13.18      ,                  6 ,-60:38:34.7      ,              8 ,1.9544296353          ,           5 ,409        ,     2 ,6.221        ,6.221
 928 ,J1434-5943   ,14:34:58.31      ,                  2 ,-59:43:41.6      ,              2 ,1.07212121207         ,           3 ,126        ,     3 ,3.212        ,3.212
 929 ,J1434-6006   ,14:34:05.3       ,                  2 ,-60:06:29.0      ,              9 ,0.30636786268         ,           4 ,332        ,     4 ,5.297        ,5.297
 930 ,J1434-6029   ,14:34:39.1       ,                  3 ,-60:29:49        ,              3 ,0.96334832315         ,          16 ,282        ,     3 ,4.808        ,4.808
 931 ,J1434+7257   ,14:33:59.7370    ,                  9 ,+72:57:26.512    ,              6 ,0.04174114783993      ,           3 ,12.605     ,     1 ,0.974        ,0.974
 932 ,J1435-5954   ,14:35:00.208     ,                  1 ,-59:54:49.5      ,              1 ,0.472996377203        ,           9 ,44.26      ,    11 ,1.064        ,1.064
 933 ,J1435-6100   ,14:35:20.2765    ,                  5 ,-61:00:57.956    ,              7 ,0.009347972210248     ,           7 ,113.7819   ,     2 ,2.816        ,2.816
 934 ,J1437-5959   ,14:37:01.91      ,                  3 ,-59:59:01.4      ,              3 ,0.0616961234035       ,           9 ,549.6      ,     1 ,8.543        ,8.543
 935 ,J1437-6146   ,14:37:15.31      ,                  9 ,-61:46:02.0      ,              8 ,0.46761632345         ,           7 ,200.5      ,    13 ,4.253        ,4.253
 936 ,J1439-5501   ,14:39:39.7420    ,                  4 ,-55:01:23.621    ,              6 ,0.028634888190455     ,          12 ,14.565     ,     8 ,0.655        ,0.655
 937 ,J1439+7655   ,14:39:22         ,                  0 ,+76:55:46        ,              0 ,0.947903              ,           2 ,22.29      ,     2 ,2.047        ,2.047
 938 ,B1436-63     ,14:40:31.26      ,                  2 ,-63:44:48.4      ,              2 ,0.459606723901        ,           7 ,124.2      ,     5 ,3.446        ,3.446
 939 ,J1441-6137   ,14:41:44.3       ,                  1 ,-61:37:24        ,              2 ,1.17584002290         ,          10 ,166        ,     3 ,3.882        ,3.882
 940 ,J1443-5122   ,14:43:26.97      ,                  6 ,-51:22:26        ,              1 ,0.7320612647          ,           5 ,87.0       ,     7 ,2.979        ,2.979
 941 ,J1444-5941   ,14:44:46.5       ,                  3 ,-59:41:19        ,              3 ,2.7602279448          ,           6 ,177.1      ,    19 ,3.844        ,3.844
 942 ,J1444-6026   ,14:44:06.02      ,                  7 ,-60:26:09.4      ,              4 ,4.7585755679          ,           2 ,367.7      ,    14 ,5.823        ,5.823
 943 ,J1446-4701   ,14:46:35.712054  ,                  8 ,-47:01:26.78210  ,             14 ,0.002194695780881595  ,          15 ,55.82787   ,     6 ,1.569        ,1.569
 944 ,J1447-5757   ,14:47:28.2       ,                  0 ,-57:57:26        ,              0 ,0.158730              ,           0 ,*          ,     0 ,*            ,*
 945 ,J1449-5846   ,14:49:25.43      ,                  6 ,-58:46:40.4      ,              7 ,0.463329577191        ,          18 ,216.6      ,    18 ,4.169        ,4.169
 946 ,J1452-5851   ,14:52:52.60      ,                 10 ,-58:51:13.2      ,             11 ,0.3866429281059       ,           3 ,260.5      ,     2 ,4.504        ,4.504
 947 ,J1452-6036   ,14:52:51.885     ,                  4 ,-60:36:31.43     ,              5 ,0.1549921917383       ,           5 ,349.525    ,     1 ,6.135        ,6.135
 948 ,J1453+1902   ,14:53:45.719363  ,                 16 ,+19:02:12.1142   ,              4 ,0.00579230273884754   ,          11 ,14.057     ,     2 ,1.269        ,1.269
